name,M,est,phi_0,bias,var,se,coverage,oracle_coverage,time
dltmle,100,0.29097080039999995,0.24475570023059845,0.0462151001694015,0.00032767436781243217,0.07082630123223149,0.8,0.28,31.15425791
dltmle*,100,0.2872712676,0.24475570023059845,0.04251556736940154,0.00035629387977607305,0.07257396962152668,0.85,0.34,0.3760904199999999
dltmle†,100,0.2895749294,0.24475570023059845,0.044819229169401564,0.0003972526467935976,0.06288113207160348,0.83,0.37,3.3733674599999994
dltmle‡,100,0.2895987146,0.24475570023059845,0.044843014369401524,0.00038518947504514843,0.06288122210867743,0.83,0.35,0.8520479199999998
deepace,100,0.17340053676300002,0.24475570023059845,-0.07135516346759843,0.004168385769687471,0.7319747524257312,1.0,0.85,157.50587911
deepace*,100,0.18101481766,0.24475570023059845,-0.06374088257059846,0.0014503850873820395,0.6834308291865007,1.0,0.59,0.8708513999999999
ltmle (glm),100,0.37912068038146557,0.24475570023059845,0.13436498015086712,0.0010092023770666228,0.7603581224157985,1.0,0.0,45.54999650001526
ltmle (sl),100,0.2924712423860313,0.24475570023059845,0.04771554215543283,0.0006982436430538374,0.446683988441263,1.0,0.55,2122.1701369977
